N,E
50,0.564503
50,0.564649
49,0.581168
49,0.575871
50,0.597277
49,0.543034
50,0.555457
50,0.566069
49,0.521190
51,0.510414
51,0.534137
50,0.487028
51,0.529668
50,0.518003
49,0.481649
49,0.488378
52,0.480700
50,0.457814
50,0.485985
50,0.475758
50,0.488572
50,0.477865
51,0.472923
51,0.484497
48,0.412442
49,0.514380
49,0.487426
49,0.481950
51,0.464801
51,0.459361
50,0.501992
50,0.514079
50,0.496039
50,0.512826
50,0.501958
51,0.504728
50,0.524243
50,0.516918
49,0.497878
49,0.490459
52,0.488841
50,0.452461
49,0.400878
50,0.413686
50,0.405998
50,0.419824
50,0.422584
50,0.405798
50,0.397438
49,0.354593
49,0.336146
49,0.357717
50,0.371152
51,0.378563
49,0.387366
50,0.445672
50,0.432204
50,0.458177
50,0.448631
50,0.444391
50,0.471804
51,0.456615
51,0.469875
47,0.495637
49,0.557476
50,0.502167
51,0.472969
51,0.490778
49,0.396360
51,0.454198
50,0.441089
50,0.417931
50,0.439384
50,0.433638
50,0.434051
50,0.444011
50,0.435411
50,0.463398
50,0.468904
50,0.468998
50,0.458744
50,0.472517
50,0.463090
50,0.476304
51,0.466608
49,0.480699
50,0.510525
50,0.519210
50,0.534716
51,0.547692
51,0.558736
51,0.572063
51,0.563416
50,0.568467
49,0.502822
49,0.505382
50,0.492251
50,0.487089
50,0.495662
50,0.502742
49,0.399248
51,0.417242
51,0.398206
49,0.373519
49,0.387332
48,0.298384
49,0.299653
49,0.303562
51,0.305749
48,0.282726
49,0.335510
50,0.340662
50,0.320719
50,0.327333
50,0.339919
50,0.335759
50,0.349973
49,0.311303
49,0.324916
51,0.336632
49,0.314852
50,0.311181
50,0.321719
50,0.331266
50,0.351692
51,0.368245
51,0.375615
51,0.402837
51,0.409942
50,0.425504
50,0.433486
50,0.426513
50,0.421672
50,0.415980
50,0.434580
50,0.421873
50,0.442527
50,0.468433
50,0.465620
51,0.457991
50,0.456979
50,0.450334
50,0.460520
50,0.457774
51,0.456273
51,0.450134
50,0.430914
50,0.472215
49,0.457611
50,0.481978
50,0.481596
50,0.492596
49,0.391453
50,0.388064
52,0.382836
50,0.361012
50,0.367262
50,0.360982
50,0.361795
50,0.355222
50,0.360489
50,0.341303
50,0.333476
50,0.360849
49,0.338977
50,0.370102
50,0.353581
50,0.350181
50,0.353394
50,0.313013
50,0.319386
50,0.326800
51,0.329016
51,0.341773
50,0.342351
50,0.364526
51,0.348551
51,0.353798
51,0.365020
51,0.355628
48,0.307490
51,0.410410
50,0.390224
50,0.388172
50,0.376358
51,0.378806
50,0.403810
50,0.421199
50,0.446399
50,0.449972
49,0.426989
49,0.443793
50,0.447187
50,0.447605
50,0.468098
50,0.486085
50,0.478285
50,0.475525
50,0.474871
50,0.478991
50,0.491004
50,0.496297
50,0.483110
51,0.462667
49,0.457372
51,0.481629
50,0.464149
51,0.473020
51,0.488070
50,0.477021
50,0.501769
51,0.512346
50,0.529294
51,0.531137
51,0.537867
50,0.555795
50,0.567343
50,0.563369
49,0.534496
50,0.551439
51,0.542863
51,0.556842
51,0.545241
49,0.556626
50,0.567147
50,0.556451
50,0.543278
50,0.569464
50,0.562184
50,0.554024
51,0.538766
51,0.544313
51,0.537038
50,0.509656
51,0.520328
48,0.509198
50,0.545442
50,0.528285
50,0.520378
50,0.505138
50,0.524138
49,0.447424
49,0.438052
49,0.463283
50,0.474459
51,0.452773
50,0.457103
50,0.450678
50,0.492011
50,0.502224
50,0.495771
50,0.499344
50,0.493317
50,0.529477
50,0.536196
50,0.541929
50,0.567129
49,0.490593
49,0.472074
49,0.468191
51,0.474889
49,0.452657
50,0.508677
50,0.489128
50,0.458881
50,0.441528
50,0.477454
50,0.471468
50,0.481268
50,0.491441
50,0.498201
50,0.513814
50,0.481695
50,0.477121
50,0.474948
50,0.463229
50,0.471588
50,0.465042
50,0.473802
50,0.471842
50,0.488948
50,0.479442
51,0.466025
51,0.460677
50,0.438528
50,0.449869
50,0.456469
51,0.467162
50,0.457340
50,0.484895
51,0.489331
51,0.485087
49,0.499642
50,0.479410
50,0.495935
51,0.500991
50,0.465940
50,0.518614
49,0.499495
52,0.503516
52,0.480095
50,0.452506
50,0.468129
50,0.443836
50,0.464423
50,0.480104
49,0.466184
49,0.489131
54,0.462438
53,0.444014
51,0.469847
50,0.466943
50,0.491025
50,0.485425
50,0.502092
50,0.503425
51,0.504192
51,0.499804
51,0.503301
51,0.492928
50,0.451843
50,0.456851
50,0.476505
50,0.496531
50,0.497945
50,0.514958
50,0.506799
50,0.524612
50,0.518319
50,0.495546
50,0.500559
50,0.490346
50,0.436699
50,0.446445
50,0.442165
50,0.461378
50,0.455659
50,0.453672
50,0.442139
50,0.458793
50,0.464380
50,0.458153
50,0.454539
51,0.455441
50,0.439045
50,0.448719
51,0.452127
49,0.371396
50,0.394623
50,0.380527
50,0.361714
50,0.354954
50,0.363900
50,0.365220
50,0.352753
49,0.287369
49,0.303377
50,0.320393
50,0.318165
49,0.263173
50,0.301907
50,0.306672
50,0.323486
50,0.322859
51,0.331780
50,0.308617
50,0.322079
50,0.319225
50,0.323119
50,0.329173
49,0.296220
50,0.295515
50,0.296453
50,0.298240
49,0.266758
50,0.259135
50,0.269660
49,0.281063
50,0.288208
50,0.293839
50,0.308052
50,0.305492
50,0.307279
49,0.275587
50,0.290914
49,0.267450
50,0.274301
50,0.271239
50,0.270599
50,0.284972
50,0.293718
50,0.293131
50,0.311158
50,0.322652
50,0.314972
50,0.308145
50,0.301664
50,0.312651
49,0.277512
49,0.310459
50,0.323800
50,0.302172
51,0.303800
47,0.284277
50,0.322096
50,0.323305
49,0.305252
50,0.297646
50,0.288051
50,0.291064
50,0.300291
50,0.292131
50,0.302478
50,0.306772
50,0.323464
49,0.300954
51,0.316834
48,0.323595
50,0.336149
50,0.335205
51,0.337976
51,0.348949
49,0.352572
50,0.360215
49,0.310452
50,0.332350
50,0.307994
50,0.302914
50,0.325247
50,0.337073
50,0.346206
50,0.350139
50,0.347433
51,0.349965
51,0.360911
47,0.343051
52,0.449550
50,0.426430
50,0.446566
50,0.437139
50,0.451793
50,0.441780
50,0.445020
50,0.418206
50,0.420000
50,0.391840
51,0.421461
51,0.407452
49,0.382416
50,0.400382
50,0.414761
51,0.402469
49,0.365513
50,0.399677
50,0.415182
50,0.430742
50,0.445101
50,0.466261
50,0.451955
50,0.472315
50,0.481634
50,0.499061
50,0.514301
50,0.540315
50,0.555315
50,0.575488
50,0.618275
50,0.614475
51,0.558933
51,0.568389
49,0.584581
49,0.617279
51,0.581203
51,0.568382
50,0.500072
52,0.549719
52,0.557376
51,0.555425
50,0.585826
49,0.538229
49,0.561395
52,0.544069
49,0.469150
49,0.540088
50,0.570664
50,0.535182
50,0.559942
50,0.586355
50,0.586155
50,0.573982
50,0.585142
50,0.584168
49,0.482183
49,0.479457
51,0.461623
49,0.472106
51,0.509605
49,0.498230
49,0.504282
49,0.524247
53,0.656728
51,0.542924
50,0.582624
50,0.579686
50,0.597072
49,0.538131
50,0.533340
50,0.541491
50,0.556065
50,0.575172
50,0.578839
50,0.588239
50,0.568279
50,0.583439
50,0.593879
50,0.620452
50,0.647612
50,0.675758
51,0.698779
50,0.696236
50,0.679298
50,0.678712
50,0.673352
51,0.683650
50,0.703476
52,0.677357
49,0.556293
51,0.659130
51,0.628062
51,0.642526
50,0.622147
50,0.629748
50,0.638548
50,0.666362
50,0.691081
50,0.684254
51,0.670782
51,0.686237
51,0.704532
48,0.683249
51,0.818936
50,0.642684
49,0.609288
50,0.626314
48,0.550312
51,0.553092
50,0.531938
49,0.471949
50,0.544907
49,0.498776
52,0.571191
51,0.550298
51,0.583502
51,0.588411
51,0.583633
49,0.588835
50,0.582434
49,0.515075
49,0.557058
50,0.579175
50,0.586899
50,0.579045
50,0.597352
51,0.579035
51,0.588229
51,0.599974
50,0.595409
50,0.671385
49,0.655410
50,0.615320
50,0.606244
50,0.619431
50,0.634618
50,0.630604
50,0.635791
50,0.646418
51,0.666824
51,0.691960
50,0.716616
50,0.738211
52,0.744402
48,0.521933
50,0.558469
50,0.567739
49,0.498262
52,0.502118
49,0.461728
50,0.525702
50,0.515740
50,0.526100
50,0.528167
50,0.556848
50,0.569875
50,0.584261
50,0.614301
51,0.619913
48,0.495570
51,0.543677
50,0.491661
50,0.499069
50,0.501069
51,0.489960
51,0.500292
51,0.518141
51,0.520840
51,0.540468
51,0.521781
46,0.424463
53,0.479545
50,0.421648
50,0.425401
50,0.415561
50,0.410654
50,0.404654
51,0.416403
51,0.408356
51,0.427409
51,0.420043
51,0.437710
49,0.452868
50,0.501719
50,0.464610
50,0.470677
50,0.460663
50,0.463317
50,0.466504
50,0.459023
50,0.452637
50,0.470623
50,0.466423
50,0.472329
50,0.504529
50,0.511076
50,0.531276
49,0.483353
49,0.530837
49,0.525687
51,0.580838
51,0.575030
50,0.588242
50,0.624596
49,0.565393
49,0.609225
50,0.610777
50,0.631042
50,0.624242
50,0.613896
50,0.608615
50,0.618375
50,0.623122
50,0.638348
50,0.639362
49,0.618128
50,0.621385
50,0.616882
50,0.661442
50,0.675762
50,0.669735
49,0.607086
49,0.607475
49,0.599087
51,0.638549
50,0.625611
50,0.651907
50,0.648920
50,0.664414
50,0.675801
50,0.690361
50,0.665028
50,0.653081
50,0.660681
50,0.646228
50,0.626654
50,0.626148
50,0.625562
50,0.624602
51,0.650130
49,0.605846
53,0.652839
45,0.472326
47,0.518641
48,0.494954
48,0.501945
49,0.523248
50,0.543645
50,0.541003
50,0.541749
50,0.551749
50,0.543403
51,0.542235
48,0.436703
48,0.502285
50,0.506853
50,0.501657
50,0.499524
50,0.470777
50,0.474404
49,0.452333
50,0.486559
50,0.465717
51,0.454504
49,0.436990
50,0.481390
50,0.471249
49,0.451107
49,0.471925
51,0.485930
51,0.494253
48,0.427389
49,0.459799
49,0.457110
49,0.477484
51,0.536173
51,0.526312
51,0.515495
51,0.519148
50,0.519654
50,0.542402
50,0.525842
50,0.524242
50,0.550429
50,0.563282
50,0.558829
50,0.573202
50,0.582802
49,0.504412
55,0.540566
50,0.428293
50,0.493723
50,0.496096
50,0.511909
50,0.540709
50,0.551269
50,0.533456
50,0.515242
49,0.519419
49,0.538795
49,0.539197
49,0.543693
50,0.532516
50,0.540868
50,0.553801
49,0.534466
51,0.546679
50,0.499166
50,0.539340
49,0.494521
50,0.478523
50,0.477935
50,0.491135
50,0.466895
50,0.493695
49,0.420836
51,0.455153
50,0.449450
50,0.463783
50,0.467716
51,0.479548
49,0.440085
50,0.502297
51,0.506248
50,0.498022
50,0.523776
50,0.505190
49,0.473046
52,0.515762
50,0.490693
50,0.517082
51,0.512823
50,0.497614
50,0.482528
50,0.481475
50,0.478128
50,0.489315
50,0.488901
50,0.482542
50,0.485942
50,0.522009
50,0.548582
50,0.553449
51,0.552803
49,0.560895
50,0.535632
50,0.530716
50,0.550809
50,0.568236
50,0.554489
49,0.514264
50,0.545490
50,0.542809
49,0.525277
52,0.550974
51,0.539545
51,0.535933
49,0.554120
49,0.564831
49,0.577736
50,0.594065
50,0.609650
50,0.628223
50,0.628343
50,0.610889
50,0.617543
50,0.610276
50,0.628529
51,0.644425
51,0.663025
51,0.681240
49,0.554969
50,0.552957
52,0.522431
52,0.557799
51,0.489248
51,0.525473
47,0.494774
49,0.497947
50,0.480068
49,0.404691
49,0.399183
49,0.420033
50,0.420076
49,0.369618
50,0.387990
50,0.398762
50,0.427375
50,0.452122
50,0.453668
50,0.459908
51,0.438652
51,0.419180
51,0.442075
49,0.437493
51,0.432740
51,0.432462
49,0.465732
51,0.470309
51,0.446442
51,0.457429
51,0.477344
50,0.489533
50,0.411276
50,0.448729
51,0.456360
50,0.468294
50,0.497770
50,0.502956
50,0.490383
50,0.507756
50,0.533210
49,0.416484
50,0.426979
50,0.429344
50,0.442531
49,0.413816
49,0.411253
50,0.442178
50,0.423963
50,0.425109
50,0.429269
51,0.427568
50,0.416682
50,0.439349
50,0.420390
51,0.432458
51,0.435417
50,0.393647
50,0.413956
50,0.406343
50,0.405129
50,0.415756
50,0.442037
50,0.450023
50,0.469877
50,0.506183
50,0.504996
50,0.503756
50,0.496170
50,0.521516
51,0.507457
50,0.471823
49,0.460028
51,0.449913
48,0.426281
51,0.427176
50,0.401384
50,0.409352
50,0.418792
50,0.422525
50,0.426338
50,0.439805
50,0.449965
50,0.451779
50,0.471005
51,0.473296
51,0.456222
50,0.472043
51,0.483289
50,0.491216
50,0.481598
50,0.518384
50,0.475445
50,0.473491
50,0.485478
50,0.491091
50,0.512891
50,0.523945
50,0.543985
50,0.553199
50,0.559026
50,0.558799
51,0.563042
50,0.535629
50,0.527958
50,0.523199
50,0.526172
49,0.519082
50,0.511839
50,0.505204
51,0.507949
47,0.424662
50,0.453834
50,0.459662
50,0.465862
50,0.465636
47,0.393649
52,0.438872
51,0.402759
51,0.418238
50,0.332219
49,0.303019
49,0.303497
49,0.303259
50,0.306011
50,0.304556
50,0.334170
50,0.349970
50,0.353450
50,0.348610
50,0.337716
50,0.323970
50,0.323129
50,0.322289
50,0.326889
50,0.357862
50,0.361689
50,0.351356
50,0.335529
50,0.340662
50,0.358062
50,0.351862
50,0.362355
50,0.369009
50,0.364595
50,0.393195
50,0.406222
50,0.417222
50,0.416009
50,0.406795
50,0.425422
50,0.445382
50,0.465768
50,0.470955
50,0.477528
50,0.469782
50,0.512195
50,0.546555
50,0.564809
50,0.563622
49,0.550441
53,0.542291
49,0.453202
49,0.520388
50,0.523090
50,0.523335
50,0.547975
51,0.544783
50,0.490673
50,0.497061
50,0.489661
50,0.489461
50,0.468061
50,0.496848
50,0.485688
49,0.442420
49,0.443197
49,0.445898
50,0.447877
50,0.421756
50,0.447583
50,0.451383
50,0.449183
50,0.441090
50,0.437157
50,0.440744
50,0.447957
50,0.452531
50,0.445984
50,0.442157
50,0.459984
50,0.480157
49,0.471904
51,0.498760
50,0.460709
50,0.475270
51,0.468197
51,0.484718
50,0.504016
50,0.505305
50,0.536412
50,0.543412
48,0.434013
50,0.503761
50,0.474505
50,0.492172
50,0.489172
50,0.476012
50,0.492372
50,0.518412
51,0.499160
51,0.490491
50,0.510104
47,0.348866
48,0.427997
48,0.405218
48,0.401189
51,0.399071
51,0.394530
47,0.382731
47,0.423766
49,0.468837
50,0.451374
50,0.434846
50,0.424419
50,0.427779
50,0.433352
50,0.429752
50,0.413112
50,0.415085
50,0.404818
51,0.415491
50,0.383650
50,0.412624
49,0.413994
49,0.434071
50,0.464274
51,0.459525
50,0.491451
50,0.505233
49,0.492506
49,0.490311
50,0.508202
50,0.493993
50,0.496180
51,0.493297
49,0.481374
51,0.541802
49,0.546722
50,0.590760
50,0.575646
50,0.590605
52,0.583216
51,0.562502
51,0.549875
51,0.553764
50,0.581376
50,0.594824
50,0.592838
50,0.609598
49,0.590918
49,0.594267
49,0.586477
50,0.643950
50,0.620449
49,0.593646
53,0.572620
52,0.556544
49,0.552359
50,0.579239
49,0.584199
50,0.584880
50,0.564172
50,0.545332
51,0.531851
50,0.544718
50,0.550945
50,0.566745
50,0.596226
50,0.611412
49,0.594253
51,0.611800
49,0.562740
50,0.619940
50,0.634952
50,0.684632
50,0.677246
50,0.676765
50,0.716019
49,0.675206
49,0.691337
50,0.704980
50,0.712732
50,0.719732
50,0.751078
50,0.748291
50,0.761238
49,0.766396
51,0.778305
51,0.793340
49,0.674536
51,0.720184
51,0.693149
51,0.698253
49,0.706086
50,0.705931
52,0.662299
48,0.661118
51,0.613214
50,0.611162
49,0.491271
51,0.491758
49,0.467977
50,0.492591
51,0.474875
51,0.481547
51,0.475867
51,0.487429
51,0.491632
48,0.452314
48,0.514069
52,0.525885
50,0.531432
50,0.541409
50,0.530622
50,0.536049
50,0.551155
50,0.517568
50,0.541955
50,0.536928
50,0.543101
50,0.545142
52,0.524643
51,0.549289
50,0.536767
50,0.561582
50,0.569115
50,0.543901
50,0.531861
50,0.553315
49,0.558359
49,0.572973
51,0.617549
51,0.602029
49,0.610798
51,0.665543
48,0.601971
51,0.651669
50,0.583861
50,0.558489
50,0.574903
50,0.578329
50,0.571010
51,0.595483
49,0.619400
49,0.615308
51,0.637218
48,0.597015
50,0.635432
51,0.609268
51,0.613737
48,0.544104
49,0.655095
53,0.730586
49,0.494801
49,0.588014
49,0.621082
50,0.639210
50,0.648209
49,0.604590
50,0.619423
50,0.645834
50,0.631501
50,0.572227
50,0.577747
50,0.567374
50,0.574414
49,0.567092
51,0.577633
50,0.597205
50,0.631734
50,0.626374
50,0.650747
51,0.646168
49,0.564500
50,0.601256
50,0.593495
51,0.559710
51,0.584996
50,0.603306
50,0.574748
50,0.588722
50,0.599122
50,0.595681
50,0.598722
50,0.620908
50,0.643654
50,0.672001
50,0.690214
51,0.714245
51,0.707767
50,0.634819
51,0.706154
51,0.727884
49,0.697540
49,0.721325
51,0.744843
49,0.660596
49,0.705564
51,0.681373
49,0.656623
52,0.703644
50,0.698938
51,0.696006
51,0.699076
49,0.597460
50,0.586711
50,0.588443
50,0.562470
50,0.550203
50,0.578123
50,0.583509
51,0.598705
51,0.604540
50,0.633347
50,0.647856
50,0.641990
50,0.640870
49,0.549743
50,0.607634
50,0.623305
50,0.616811
50,0.630957
49,0.592886
49,0.598037
50,0.643719
50,0.641357
50,0.656731
50,0.687357
50,0.715771
50,0.703811
50,0.710490
50,0.752931
50,0.751211
50,0.785065
51,0.765629
50,0.740404
50,0.768138
50,0.790538
50,0.794725
50,0.824219
50,0.821205
50,0.583729
52,0.588056
50,0.569841
50,0.567824
50,0.568984
50,0.568838
50,0.588291
50,0.587024
51,0.559917
50,0.560730
50,0.543338
50,0.543552
50,0.544938
50,0.575552
49,0.532689
49,0.538127
49,0.533889
49,0.549257
49,0.551087
50,0.555416
50,0.559534
50,0.548454
50,0.562813
49,0.461718
52,0.515924
48,0.475385
50,0.524757
50,0.517119
49,0.500880
50,0.522513
50,0.519491
50,0.497665
50,0.518451
50,0.502491
50,0.517226
50,0.547426
50,0.550452
51,0.534048
50,0.532237
50,0.527805
50,0.548019
50,0.545965
50,0.539485
50,0.561725
50,0.569085
49,0.527016
50,0.519941
50,0.534119
50,0.521893
50,0.553293
50,0.582186
50,0.575533
50,0.598506
50,0.623960
50,0.612000
50,0.621746
50,0.641706
50,0.618493
50,0.632373
50,0.633693
50,0.654293
50,0.666252
50,0.701919
50,0.725746
50,0.737386
50,0.744306
50,0.756960
50,0.764519
50,0.788506
50,0.734280
50,0.789574
50,0.770574
50,0.755734
50,0.767907
49,0.732022
50,0.809009
50,0.785860
50,0.807807
50,0.807193
50,0.804953
50,0.826660
50,0.850927
49,0.819120
50,0.858644
50,0.852782
49,0.812881
49,0.865319
50,0.840964
50,0.744346
50,0.796954
49,0.751175
51,0.760810
50,0.717606
50,0.693508
50,0.682455
50,0.710495
50,0.697681
49,0.630115
49,0.652273
51,0.620094
48,0.540334
53,0.604406
53,0.580882
50,0.536204
50,0.581684
50,0.606097
50,0.601470
50,0.608524
50,0.625978
50,0.614924
50,0.602404
50,0.605778
49,0.577694
51,0.583329
51,0.617365
48,0.612035
52,0.617725
51,0.588290
50,0.612361
51,0.608217
50,0.568755
50,0.572096
50,0.568909
49,0.516789
51,0.552276
50,0.484041
51,0.495065
50,0.529241
49,0.493699
50,0.511044
50,0.489189
50,0.504216
49,0.422330
51,0.427445
50,0.435386
50,0.435194
50,0.421460
50,0.419193
50,0.443220
49,0.377023
51,0.390535
50,0.401878
49,0.411010
52,0.427040
48,0.335516
48,0.353607
50,0.398791
50,0.394174
50,0.401814
51,0.397083
50,0.398012
50,0.411467
50,0.405134
50,0.407547
50,0.401667
50,0.404907
50,0.424307
50,0.423067
50,0.419667
49,0.410758
50,0.435334
50,0.426940
50,0.418940
50,0.417286
51,0.434512
50,0.439350
49,0.386663
50,0.404741
50,0.395052
50,0.401652
50,0.398412
50,0.425199
51,0.453866
50,0.435463
50,0.449991
50,0.452364
50,0.468070
50,0.484284
50,0.472603
49,0.479584
51,0.474622
49,0.468440
49,0.485123
50,0.503143
50,0.515948
49,0.520352
51,0.514649
50,0.367902
50,0.374557
51,0.376242
49,0.362878
51,0.427360
50,0.416687
50,0.432703
50,0.442796
50,0.446223
50,0.435784
50,0.435371
50,0.440877
50,0.452863
50,0.450077
50,0.491663
48,0.458564
52,0.490687
47,0.375873
49,0.483136
49,0.486887
50,0.494246
50,0.479977
50,0.478858
49,0.448415
49,0.460274
50,0.473685
49,0.446476
50,0.476359
50,0.456263
50,0.464331
50,0.476744
49,0.384958
52,0.369333
49,0.331377
50,0.364191
50,0.379576
51,0.371947
49,0.331298
49,0.377995
50,0.405572
50,0.387764
50,0.391124
50,0.405070
49,0.434129
51,0.475551
50,0.471761
51,0.483275
50,0.481695
50,0.479384
51,0.461523
50,0.408634
50,0.418329
50,0.406637
50,0.433823
49,0.394972
49,0.400789
50,0.453418
51,0.427163
47,0.316614
49,0.380236
49,0.381940
49,0.356028
49,0.369259
50,0.370185
50,0.365043
50,0.373843
50,0.395630
50,0.402936
50,0.406003
49,0.372631
50,0.371705
50,0.396810
52,0.395888
46,0.307920
50,0.339185
50,0.335777
50,0.347618
50,0.358418
50,0.352231
50,0.367058
49,0.354607
49,0.354575
50,0.346073
50,0.328871
50,0.318258
50,0.325191
50,0.305724
51,0.311491
49,0.298188
49,0.359137
50,0.369971
51,0.370176
49,0.353024
51,0.370334
49,0.353576
51,0.369812
50,0.353775
50,0.366716
50,0.361076
50,0.366876
50,0.384729
50,0.387970
50,0.389610
50,0.394210
50,0.417450
50,0.412477
50,0.420304
50,0.415917
50,0.422757
49,0.379709
49,0.390724
49,0.402976
49,0.396656
50,0.380594
50,0.371572
50,0.387905
51,0.402218
50,0.383537
50,0.413192
50,0.414419
50,0.433405
50,0.440312
50,0.440285
50,0.454525
50,0.443352
51,0.467911
48,0.443947
49,0.450678
49,0.446446
49,0.437404
50,0.473994
50,0.478018
50,0.484658
51,0.483230
51,0.478340
49,0.480006
49,0.489642
50,0.489680
50,0.507691
50,0.518505
49,0.519552
51,0.490193
50,0.503917
50,0.516419
49,0.420521
51,0.409783
50,0.390539
50,0.416334
50,0.427094
50,0.417107
51,0.420965
51,0.424643
51,0.417591
49,0.389226
52,0.409598
51,0.419257
51,0.430034
50,0.340896
50,0.341518
50,0.339291
50,0.351918
50,0.373105
51,0.377669
50,0.382890
50,0.384824
50,0.377851
50,0.391544
50,0.405744
50,0.397944
49,0.393639
49,0.405505
51,0.415393
50,0.418867
50,0.418790
50,0.417137
50,0.422310
50,0.421857
50,0.414843
50,0.427270
50,0.426470
50,0.448310
49,0.404394
49,0.410396
49,0.411790
50,0.386531
50,0.371343
50,0.369516
50,0.360916
50,0.352956
50,0.372543
50,0.382903
50,0.414303
50,0.417436
50,0.421209
50,0.407489
50,0.414170
51,0.390660
51,0.385580
51,0.370685
50,0.374848
50,0.370250
50,0.394396
51,0.385602
51,0.385534
49,0.391421
49,0.389547
51,0.424062
50,0.420529
50,0.432818
50,0.388709
51,0.382399
50,0.301375
50,0.371615
51,0.363228
48,0.340488
52,0.398500
52,0.375704
50,0.340012
50,0.360770
50,0.375956
50,0.379916
49,0.365753
49,0.390061
50,0.384170
50,0.384475
50,0.387821
50,0.409675
50,0.425101
51,0.432017
50,0.442646
50,0.463122
50,0.462108
50,0.440108
50,0.436908
50,0.445868
51,0.467266
51,0.477493
49,0.468940
49,0.494543
51,0.552928
50,0.520419
50,0.511901
50,0.514288
50,0.525742
50,0.496955
50,0.486195
50,0.506049
50,0.520089
51,0.527993
51,0.527723
50,0.522761
50,0.567170
50,0.575370
50,0.585810
49,0.538740
49,0.563415
51,0.566969
49,0.491636
49,0.553933
49,0.565341
52,0.612887
49,0.606877
51,0.632077
48,0.585574
48,0.636921
51,0.628545
48,0.577659
49,0.592572
51,0.612468
51,0.581903
47,0.491432
49,0.538157
49,0.552534
51,0.554538
51,0.525504
50,0.486950
50,0.509525
50,0.512285
49,0.504170
51,0.524825
49,0.528686
52,0.612676
50,0.452801
50,0.577304
50,0.604263
51,0.601169
49,0.495596
49,0.523320
50,0.556496
50,0.535762
50,0.541935
51,0.544129
50,0.559053
50,0.568141
51,0.584528
47,0.483992
47,0.508978
51,0.589574
50,0.522516
50,0.526678
50,0.551051
50,0.579718
50,0.606064
50,0.621664
50,0.621478
50,0.616305
50,0.606251
49,0.605233
50,0.610687
50,0.610513
49,0.489793
50,0.470483
50,0.467441
50,0.468454
49,0.443413
49,0.448102
50,0.455371
50,0.459943
51,0.467195
51,0.474867
51,0.472089
51,0.457194
49,0.436222
51,0.473890
50,0.443493
50,0.472269
50,0.492109
50,0.492349
50,0.496190
50,0.505817
50,0.520270
50,0.498217
51,0.485648
50,0.481322
50,0.472577
51,0.458368
48,0.354939
49,0.399936
50,0.370979
50,0.375351
50,0.387751
50,0.404418
50,0.401804
50,0.423404
50,0.392391
50,0.424631
49,0.393220
49,0.404207
50,0.396340
50,0.390658
49,0.389293
51,0.404178
49,0.411678
51,0.394518
51,0.392723
49,0.387488
51,0.421080
48,0.389097
51,0.399414
49,0.397282
49,0.403027
51,0.425877
51,0.434409
50,0.435548
50,0.414356
50,0.409143
49,0.343912
49,0.361348
49,0.360130
49,0.352423
50,0.339751
50,0.328356
50,0.349170
50,0.347370
50,0.343516
50,0.352089
50,0.337062
50,0.315289
49,0.322101
50,0.338077
50,0.335336
50,0.330349
50,0.353790
51,0.332993
50,0.340008
49,0.324979
51,0.379301
51,0.363841
49,0.363250
51,0.351230
49,0.263820
50,0.315384
50,0.312462
50,0.311622
51,0.304554
50,0.318108
51,0.329072
49,0.335793
51,0.332257
50,0.359768
50,0.382670
50,0.378430
50,0.387684
50,0.390377
50,0.392751
50,0.420831
49,0.362347
49,0.359791
51,0.408389
50,0.394302
50,0.405757
50,0.432944
50,0.433544
50,0.419157
50,0.413838
50,0.406865
50,0.426451
50,0.416384
51,0.408335
51,0.417267
51,0.409378
49,0.378489
50,0.428719
50,0.444697
50,0.466937
50,0.467977
49,0.366217
51,0.355413
50,0.358474
50,0.354709
51,0.375725
49,0.377896
50,0.423784
50,0.426649
50,0.428103
50,0.427503
50,0.426103
51,0.427274
51,0.438449
51,0.451985
50,0.448921
51,0.450817
51,0.484534
51,0.485142
51,0.476063
51,0.486136
50,0.415429
49,0.395121
54,0.448103
49,0.386821
49,0.422327
49,0.423341
49,0.437266
49,0.452348
52,0.458903
51,0.465937
48,0.490465
50,0.502699
50,0.489029
51,0.482862
48,0.532724
49,0.551629
50,0.546657
50,0.567829
50,0.548469
49,0.515448
51,0.523537
50,0.518282
50,0.539463
50,0.541396
50,0.570477
50,0.550463
49,0.494721
50,0.544225
50,0.546337
50,0.547937
50,0.552231
50,0.562631
50,0.574631
50,0.566818
50,0.593351
50,0.588524
50,0.585243
49,0.551857
49,0.555750
51,0.560662
51,0.561423
50,0.536528
49,0.523420
49,0.528640
50,0.525591
50,0.549376
50,0.562176
50,0.553563
50,0.596896
50,0.594602
50,0.589748
50,0.590415
50,0.596202
50,0.594602
50,0.583829
49,0.574161
51,0.609066
51,0.604075
50,0.628673
50,0.614342
50,0.632142
49,0.554550
49,0.566687
51,0.564216
47,0.506188
53,0.628452
50,0.523357
50,0.536701
50,0.555515
50,0.544942
50,0.567782
50,0.547182
50,0.534795
50,0.529395
50,0.540422
51,0.547117
51,0.552174
51,0.549186
51,0.533271
50,0.561187
50,0.583429
50,0.600629
50,0.613002
50,0.615935
50,0.607935
50,0.625935
51,0.631149
50,0.614927
51,0.632188
49,0.602207
49,0.628877
49,0.635156
50,0.707018
50,0.673622
50,0.652782
50,0.654822
51,0.658227
50,0.580618
50,0.606927
49,0.550759
50,0.549142
50,0.553494
50,0.545494
50,0.553520
50,0.542507
50,0.536240
