6 | 43 | 4 | 39 | 8 | 37 | 28 | 61 | 
3 | 40 | 7 | 48 | 29 | 60 | 9 | 36 | 
44 | 5 | 42 | 57 | 38 | 47 | 62 | 27 | 
41 | 2 | 49 | 46 | 59 | 30 | 35 | 10 | 
20 | 45 | 58 | 1 | 56 | 63 | 26 | 31 | 
53 | 50 | 19 | 64 | 23 | 34 | 11 | 14 | 
18 | 21 | 52 | 55 | 16 | 13 | 32 | 25 | 
51 | 54 | 17 | 22 | 33 | 24 | 15 | 12 | 
